Datetime,Open,High,Low,Close,Adj Close,Volume
2024-10-14 14:30:00-04:00,187.8699951171875,188.13999938964844,187.36000061035156,187.72000122070312,187.72000122070312,0
2024-10-15 11:30:00-04:00,185.50999450683594,186.24000549316406,185.17999267578125,185.84500122070312,185.84500122070312,2494577
2024-10-15 15:30:00-04:00,187.25,188.05999755859375,186.82000732421875,187.80999755859375,187.80999755859375,4398596
2024-10-16 12:30:00-04:00,186.2550048828125,186.40980529785156,185.91000366210938,185.97979736328125,185.97979736328125,1611598
2024-10-17 09:30:00-04:00,188.25999450683594,188.76499938964844,186.0,186.80999755859375,186.80999755859375,6150993
2024-10-17 13:30:00-04:00,188.34500122070312,188.8699951171875,187.2899932861328,187.38999938964844,187.38999938964844,2807211
2024-10-18 10:30:00-04:00,188.69000244140625,189.57000732421875,188.1300048828125,189.42999267578125,189.42999267578125,5306387
2024-10-18 14:30:00-04:00,190.38999938964844,190.6300048828125,189.64999389648438,189.77999877929688,189.77999877929688,3094235
2024-10-21 11:30:00-04:00,187.1300048828125,188.3699951171875,187.06900024414062,188.19000244140625,188.19000244140625,1953905
2024-10-21 15:30:00-04:00,188.97000122070312,189.19500732421875,188.8000030517578,189.08999633789062,189.08999633789062,2434718
2024-10-22 12:30:00-04:00,189.3699951171875,190.14999389648438,189.30999755859375,189.75,189.75,2339049
2024-10-23 09:30:00-04:00,188.85000610351562,189.16000366210938,187.0500030517578,187.5850067138672,187.5850067138672,5357169
2024-10-23 13:30:00-04:00,184.94000244140625,185.02000427246094,183.69000244140625,184.13999938964844,184.13999938964844,4203223
2024-10-24 10:30:00-04:00,186.02000427246094,186.62989807128906,185.72000122070312,186.24400329589844,186.24400329589844,2391837
2024-10-24 14:30:00-04:00,186.63479614257812,186.88999938964844,186.1020965576172,186.47000122070312,186.47000122070312,1626188
2024-10-25 11:30:00-04:00,189.65499877929688,190.0,188.8800048828125,189.9600067138672,189.9600067138672,2595480
2024-10-25 15:30:00-04:00,187.94500732421875,188.27999877929688,187.52999877929688,187.82000732421875,187.82000732421875,2452981
2024-10-28 12:30:00-04:00,189.57470703125,189.6199951171875,188.89999389648438,189.16209411621094,189.16209411621094,1959587
2024-10-29 09:30:00-04:00,188.6199951171875,189.22500610351562,187.81500244140625,188.47999572753906,188.47999572753906,4878821
2024-10-29 13:30:00-04:00,190.5,191.05999755859375,190.37860107421875,190.9199981689453,190.9199981689453,2204518
2024-10-30 10:30:00-04:00,193.91000366210938,194.19500732421875,192.9199981689453,193.8699951171875,193.8699951171875,3646413
2024-10-30 14:30:00-04:00,193.48500061035156,193.7899932861328,193.14999389648438,193.66000366210938,193.66000366210938,2686191
2024-10-31 11:30:00-04:00,187.10000610351562,187.19500732421875,185.56869506835938,186.4550018310547,186.4550018310547,6164506
2024-10-31 15:30:00-04:00,186.3000030517578,186.75,185.6999969482422,186.125,186.125,7681308
2024-11-01 12:30:00-04:00,198.99000549316406,199.0399932861328,197.42999267578125,198.6278076171875,198.6278076171875,5897206
2024-11-04 09:30:00-05:00,196.4499969482422,197.3300018310547,195.39999389648438,196.4499969482422,196.4499969482422,10336362
2024-11-04 13:30:00-05:00,195.80999755859375,196.08999633789062,195.63999938964844,195.83999633789062,195.83999633789062,2317236
2024-11-05 10:30:00-05:00,196.7100067138672,198.16000366210938,196.4499969482422,198.06500244140625,198.06500244140625,3636964
2024-11-05 14:30:00-05:00,199.02000427246094,199.38999938964844,198.8699951171875,199.1199951171875,199.1199951171875,2532828
2024-11-06 11:30:00-05:00,204.41000366210938,206.2624969482422,204.3800048828125,205.99000549316406,205.99000549316406,6474304
2024-11-06 15:30:00-05:00,205.05999755859375,207.4499969482422,205.01400756835938,207.10000610351562,207.10000610351562,7791236
2024-11-07 12:30:00-05:00,209.69000244140625,210.3000030517578,209.42999267578125,209.81289672851562,209.81289672851562,3000375
2024-11-08 09:30:00-05:00,209.7550048828125,209.9633026123047,208.39999389648438,208.4075927734375,208.4075927734375,7400609
2024-11-08 13:30:00-05:00,208.98500061035156,209.30999755859375,208.3800048828125,208.7761993408203,208.7761993408203,2426742
2024-11-11 10:30:00-05:00,206.7050018310547,207.25,206.4600067138672,206.46499633789062,206.46499633789062,3201889
2024-11-11 14:30:00-05:00,206.1324005126953,206.52999877929688,206.02000427246094,206.13499450683594,206.13499450683594,2266653
2024-11-12 11:30:00-05:00,206.63999938964844,208.22999572753906,206.00999450683594,208.19009399414062,208.19009399414062,4281324
2024-11-12 15:30:00-05:00,208.8300018310547,209.02999877929688,208.22000122070312,208.94000244140625,208.94000244140625,3782333
2024-11-13 12:30:00-05:00,213.73500061035156,214.6999969482422,213.52000427246094,214.05999755859375,214.05999755859375,4722726
2024-11-14 09:30:00-05:00,214.4199981689453,215.89999389648438,211.91000366210938,212.41000366210938,212.41000366210938,10743478
2024-11-14 13:30:00-05:00,212.9499969482422,213.1300048828125,211.61050415039062,212.32000732421875,212.32000732421875,2640628
