Datetime,Open,High,Low,Close,Adj Close,Volume
2024-10-14 14:30:00-04:00,138.6999969482422,139.0500030517578,138.41000366210938,138.74000549316406,138.74000549316406,0
2024-10-15 11:30:00-04:00,131.77999877929688,132.39500427246094,130.00999450683594,130.8350067138672,130.8350067138672,43374304
2024-10-15 15:30:00-04:00,131.1999969482422,131.97999572753906,130.64999389648438,131.61000061035156,131.61000061035156,26366584
2024-10-16 12:30:00-04:00,134.2200927734375,135.6959991455078,134.1300048828125,135.4770050048828,135.4770050048828,27949316
2024-10-17 09:30:00-04:00,139.35000610351562,140.88999938964844,137.375,139.59019470214844,139.59019470214844,121602338
2024-10-17 13:30:00-04:00,139.53500366210938,139.9199981689453,138.30999755859375,138.66400146484375,138.66400146484375,23245295
2024-10-18 10:30:00-04:00,138.22109985351562,138.35000610351562,137.4499969482422,137.96499633789062,137.96499633789062,21659549
2024-10-18 14:30:00-04:00,138.26499938964844,138.3300018310547,137.8699951171875,138.1800994873047,138.1800994873047,13544144
2024-10-21 11:30:00-04:00,140.35000610351562,141.5500030517578,140.28500366210938,141.07679748535156,141.07679748535156,22578413
2024-10-21 15:30:00-04:00,142.47999572753906,143.7100067138672,142.13999938964844,143.6999969482422,143.6999969482422,27144345
2024-10-22 12:30:00-04:00,142.6199951171875,143.4199981689453,141.9600067138672,143.41990661621094,143.41990661621094,21629451
2024-10-23 09:30:00-04:00,141.84300231933594,142.42999267578125,138.25999450683594,140.33999633789062,140.33999633789062,85128048
2024-10-23 13:30:00-04:00,138.43080139160156,138.5,137.4600067138672,138.44500732421875,138.44500732421875,27671609
2024-10-24 10:30:00-04:00,138.5399932861328,140.02969360351562,138.52000427246094,139.7050018310547,139.7050018310547,26348227
2024-10-24 14:30:00-04:00,139.87600708007812,140.5399932861328,139.60000610351562,140.52999877929688,140.52999877929688,14405766
2024-10-25 11:30:00-04:00,143.74000549316406,144.0500030517578,143.30999755859375,143.6199951171875,143.6199951171875,21337436
2024-10-25 15:30:00-04:00,141.94500732421875,142.19000244140625,141.3800048828125,141.47000122070312,141.47000122070312,13457139
2024-10-28 12:30:00-04:00,140.5399932861328,141.27999877929688,140.17999267578125,141.1699981689453,141.1699981689453,15707963
2024-10-29 09:30:00-04:00,140.25,140.72999572753906,138.89999389648438,140.3300018310547,140.3300018310547,41937597
2024-10-29 13:30:00-04:00,141.5,141.75990295410156,141.25,141.6999969482422,141.6999969482422,10575850
2024-10-30 10:30:00-04:00,139.3699951171875,140.17999267578125,138.8300018310547,140.17990112304688,140.17990112304688,19613802
2024-10-30 14:30:00-04:00,139.9600067138672,140.16000366210938,139.32000732421875,139.4199981689453,139.4199981689453,12164956
2024-10-31 11:30:00-04:00,133.82000732421875,133.94000244140625,132.3000030517578,133.5850067138672,133.5850067138672,27711250
2024-10-31 15:30:00-04:00,133.6300048828125,134.5500030517578,132.41000366210938,132.69500732421875,132.69500732421875,25757359
2024-11-01 12:30:00-04:00,136.36000061035156,136.68499755859375,135.5,136.3300018310547,136.3300018310547,19585389
2024-11-04 09:30:00-05:00,137.25559997558594,137.99530029296875,135.57000732421875,137.8249969482422,137.8249969482422,60781340
2024-11-04 13:30:00-05:00,137.76499938964844,138.389892578125,137.64999389648438,137.87989807128906,137.87989807128906,11550013
2024-11-05 10:30:00-05:00,138.78089904785156,139.72999572753906,138.72999572753906,139.64500427246094,139.64500427246094,18847028
2024-11-05 14:30:00-05:00,139.8249969482422,139.9499969482422,139.25010681152344,139.87339782714844,139.87339782714844,12962335
2024-11-06 11:30:00-05:00,144.05499267578125,145.0,143.89999389648438,144.881103515625,144.881103515625,22389081
2024-11-06 15:30:00-05:00,146.24000549316406,146.33999633789062,145.32159423828125,145.6199951171875,145.6199951171875,18744290
2024-11-07 12:30:00-05:00,148.02999877929688,148.25,147.4499969482422,147.7899932861328,147.7899932861328,14763668
2024-11-08 09:30:00-05:00,148.77000427246094,149.75999450683594,146.25999450683594,147.08999633789062,147.08999633789062,66970756
2024-11-08 13:30:00-05:00,147.4499969482422,147.72999572753906,147.13009643554688,147.3000030517578,147.3000030517578,10606342
2024-11-11 10:30:00-05:00,145.0,146.49000549316406,145.0,145.4698944091797,145.4698944091797,24566872
2024-11-11 14:30:00-05:00,144.69410705566406,145.89999389648438,144.6300048828125,145.34500122070312,145.34500122070312,14414068
2024-11-12 11:30:00-05:00,148.63999938964844,149.3699951171875,147.5500030517578,148.0850067138672,148.0850067138672,21174825
2024-11-12 15:30:00-05:00,147.77999877929688,148.5299072265625,147.6199951171875,148.39999389648438,148.39999389648438,14689439
2024-11-13 12:30:00-05:00,146.9600067138672,147.33999633789062,146.41000366210938,147.02499389648438,147.02499389648438,14159243
2024-11-14 09:30:00-05:00,147.2899932861328,148.57000732421875,145.7449951171875,148.31520080566406,148.31520080566406,54272218
2024-11-14 13:30:00-05:00,147.42999267578125,147.52000427246094,146.47000122070312,146.80259704589844,146.80259704589844,25311371
