Actual_Close,Predicted_Close
48.70500183105469,26.233018838508023
48.55250167846679,17.26622694886445
47.74499893188476,31.880596907742436
47.47750091552734,37.41404776050879
47.572498321533196,31.3304582001101
50.37499999999999,40.20253474612642
51.8474998474121,19.82439277751269
51.99750137329101,33.31552394604895
52.26750183105468,39.12667940022933
51.77750015258789,35.2150392034405
51.8125,28.07232188470122
52.220001220703125,34.68787110883617
51.88249969482422,27.101217164582536
52.217498779296875,33.7055501886795
52.43749999999999,33.290476057194326
52.560001373291016,40.48889456784531
53.33000183105469,22.314455406995005
54.39500045776367,38.65280588006808
53.8650016784668,31.0966606846181
53.759998321533196,34.400178159789455
53.76250076293945,30.55738045448644
53.872501373291016,36.99938506490411
54.040000915527344,40.31998877436539
54.485000610351555,35.56890471647527
54.92499923706054,30.991866905623475
55.744998931884766,33.118909365630685
56.25749969482422,31.42850620027668
56.90750122070312,32.31703420414601
57.0900001525879,37.57375619834968
56.717498779296875,34.03001936533206
55.77500152587891,26.362159849926677
55.32500076293945,33.47235705593194
54.582500457763665,28.60862531671287
55.96250152587891,31.02936815864956
55.267501831054695,29.442373942729965
56.602500915527344,33.793956657082504
55.95999908447266,44.47521011903541
54.470001220703125,39.7866546476754
54.560001373291016,31.564080497395423
54.59249877929688,36.9859040017536
55.00749969482421,35.0838267894662
54.41500091552735,41.19954655831647
55.19749832153321,34.993152846999074
55.547500610351555,42.36344210295157
55.10499954223632,32.5418668805646
56.237499237060554,19.239363653244737
56.435001373291016,43.848197751009415
56.814998626708984,38.893662026402524
57.31999969482422,41.69596013784802
58.017501831054695,38.819890451439555
56.99750137329101,40.226577510542405
56.07249832153321,38.87416066033691
55.94250106811523,29.895479294584554
56.717498779296875,34.48873887548353
54.09000015258788,36.82584117214778
53.61249923706055,30.858519865204393
55.5275001525879,38.44407795795131
54.3400001525879,31.824094983394815
55.53749847412109,27.67176584534505
55.29750061035156,47.87104570918115
54.005001068115234,45.76545495231698
54.82749938964844,37.95478896659811
55.162498474121094,32.243435918503835
55.682498931884766,34.88877682550973
53.772499084472656,25.703603729216887
54.950000762939446,30.0496355180417
54.075000762939446,35.049533392897686
53.060001373291016,35.030036653444
53.32500076293945,29.074631959083078
54.71500015258789,37.919447158339175
55.555000305175774,33.13246007627402
51.86999893188476,38.65675728130323
50.39749908447265,30.5589085060806
50.942501068115234,35.661883977342875
52.48749923706055,29.87769685057655
52.122501373291016,34.21288080961501
51.11750030517578,29.21471216776132
48.54249954223633,29.174954760259222
48.05749893188476,31.24436824582962
46.700000762939446,32.329922209595374
47.852500915527344,18.684614640069018
48.38249969482422,27.99521844868639
46.46500015258789,29.91019126458461
44.244998931884766,30.401813074466112
44.19499969482421,45.68715540264078
43.0724983215332,21.33116087553767
43.654998779296875,29.52293470242942
43.560001373291016,23.204995812884956
45.235000610351555,21.431907460067716
44.88750076293946,38.54343270122023
44.645000457763665,21.771948579803205
46.20500183105469,33.667824236172066
44.17250061035156,32.18988950392648
43.680000305175774,25.282517270444803
42.12250137329102,29.058958007251576
42.40000152587891,36.88064982539043
42.157501220703125,36.65038656054399
42.275001525878906,28.82585608588606
42.73749923706054,30.67270402636655
41.36999893188476,31.746457924354747
40.98500061035156,29.17644398205496
41.517501831054695,20.977244686524905
40.22249984741211,26.414668492809824
39.20750045776368,25.771855030051142
37.68249893188477,21.937356052863322
36.707500457763665,24.48767296748679
39.29249954223632,17.4927006258957
39.03749847412109,21.960837516434015
39.05749893188477,28.32614647741453
39.435001373291016,34.00856574140987
39.47999954223632,23.39327827207255
35.54750061035156,22.619728659316948
37.06499862670898,23.34183941465261
36.982498168945305,29.022190078491473
37.68749999999999,22.183572276220122
38.32749938964844,32.91783136187945
38.450000762939446,34.31096356700503
38.0724983215332,19.57505410273833
37.49999999999999,21.289994669843555
38.267501831054695,28.053020051877798
38.73500061035156,21.975887309925238
38.96500015258788,26.483267267518023
39.20500183105468,24.20552860673787
38.32500076293945,27.970196285791193
