Datetime,Open,High,Low,Close,Adj Close,Volume
2024-10-14 14:30:00-04:00,419.8999938964844,420.70001220703125,419.8699951171875,420.3299865722656,420.3299865722656,0
2024-10-15 11:30:00-04:00,416.6700134277344,417.3297119140625,415.6400146484375,416.5400085449219,416.5400085449219,1361578
2024-10-15 15:30:00-04:00,417.1199951171875,418.9049987792969,416.45001220703125,418.7799987792969,418.7799987792969,2226642
2024-10-16 12:30:00-04:00,414.989990234375,416.0,414.6000061035156,414.760009765625,414.760009765625,1143422
2024-10-17 09:30:00-04:00,422.5,422.5,416.25030517578125,417.8269958496094,417.8269958496094,3278395
2024-10-17 13:30:00-04:00,417.6000061035156,418.1398010253906,415.59619140625,416.0,416.0,1853867
2024-10-18 10:30:00-04:00,417.5199890136719,418.2781982421875,416.2702941894531,418.2598876953125,418.2598876953125,1083707
2024-10-18 14:30:00-04:00,417.8900146484375,417.989990234375,417.1000061035156,417.7900085449219,417.7900085449219,760233
2024-10-21 11:30:00-04:00,413.95001220703125,415.42999267578125,413.79998779296875,415.1499938964844,415.1499938964844,1126517
2024-10-21 15:30:00-04:00,417.3800048828125,418.9599914550781,417.0,418.8299865722656,418.8299865722656,1462139
2024-10-22 12:30:00-04:00,425.92999267578125,427.760009765625,425.760009765625,427.3500061035156,427.3500061035156,1064219
2024-10-23 09:30:00-04:00,430.8550109863281,431.0799865722656,426.70001220703125,429.05999755859375,429.05999755859375,5138816
2024-10-23 13:30:00-04:00,425.0899963378906,425.0899963378906,422.5299987792969,423.42999267578125,423.42999267578125,1316425
2024-10-24 10:30:00-04:00,424.1199951171875,425.17999267578125,423.7106018066406,424.45001220703125,424.45001220703125,1136208
2024-10-24 14:30:00-04:00,424.3599853515625,425.25,423.8699951171875,424.8999938964844,424.8999938964844,895747
2024-10-25 11:30:00-04:00,430.8190002441406,430.93231201171875,429.4772033691406,430.6838073730469,430.6838073730469,2458473
2024-10-25 15:30:00-04:00,428.510009765625,428.6000061035156,427.4200134277344,428.32000732421875,428.32000732421875,1735115
2024-10-28 12:30:00-04:00,428.4800109863281,428.7300109863281,427.010498046875,427.56500244140625,427.56500244140625,1175094
2024-10-29 09:30:00-04:00,427.9700012207031,429.2799987792969,425.80010986328125,428.2222900390625,428.2222900390625,2489024
2024-10-29 13:30:00-04:00,431.2331848144531,432.4399108886719,430.7300109863281,432.3999938964844,432.3999938964844,1079979
2024-10-30 10:30:00-04:00,437.8525085449219,438.2900085449219,435.6401062011719,436.7898864746094,436.7898864746094,2581612
2024-10-30 14:30:00-04:00,434.5400085449219,435.3598937988281,434.25,434.9200134277344,434.9200134277344,2045460
2024-10-31 11:30:00-04:00,407.92999267578125,409.3800048828125,406.8900146484375,408.8999938964844,408.8999938964844,4371842
2024-10-31 15:30:00-04:00,409.9100036621094,411.2200012207031,406.29998779296875,406.3299865722656,406.3299865722656,5605787
2024-11-01 12:30:00-04:00,413.8699951171875,414.95001220703125,412.75,414.5120849609375,414.5120849609375,1440838
2024-11-04 09:30:00-05:00,409.8550109863281,410.2200012207031,405.57501220703125,409.7749938964844,409.7749938964844,3846406
2024-11-04 13:30:00-05:00,407.57501220703125,408.3999938964844,407.42010498046875,407.8800048828125,407.8800048828125,1011991
2024-11-05 10:30:00-05:00,412.4800109863281,413.94000244140625,411.3858947753906,413.5899963378906,413.5899963378906,2273496
2024-11-05 14:30:00-05:00,411.31500244140625,412.3550109863281,411.04998779296875,412.0,412.0,1008797
2024-11-06 11:30:00-05:00,415.8800048828125,416.6628112792969,414.7799987792969,415.739990234375,415.739990234375,1871827
2024-11-06 15:30:00-05:00,419.5,420.42999267578125,419.05499267578125,420.2099914550781,420.2099914550781,2517628
2024-11-07 12:30:00-05:00,424.6099853515625,424.8822021484375,423.7699890136719,424.8599853515625,424.8599853515625,1016265
2024-11-08 09:30:00-05:00,425.39599609375,426.5,423.8800048828125,424.1499938964844,424.1499938964844,3275296
2024-11-08 13:30:00-05:00,422.489990234375,423.909912109375,422.4700012207031,423.5849914550781,423.5849914550781,910536
2024-11-11 10:30:00-05:00,420.3500061035156,421.1889953613281,416.0,417.1400146484375,417.1400146484375,3212433
2024-11-11 14:30:00-05:00,419.3756103515625,419.6400146484375,418.7301025390625,418.8550109863281,418.8550109863281,1680833
2024-11-12 11:30:00-05:00,419.7699890136719,421.3511962890625,419.3800048828125,421.0950012207031,421.0950012207031,1467825
2024-11-12 15:30:00-05:00,423.489990234375,424.44000244140625,422.6600036621094,423.1300048828125,423.1300048828125,2240469
2024-11-13 12:30:00-05:00,426.739990234375,428.8999938964844,426.6499938964844,428.3915100097656,428.3915100097656,2397713
2024-11-14 09:30:00-05:00,424.79998779296875,428.0299987792969,423.75,426.0,426.0,5252587
2024-11-14 13:30:00-05:00,426.5899963378906,427.6000061035156,426.0033874511719,427.1700134277344,427.1700134277344,1369909
